WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,HOUSE_OF_PARLIAMENT,IDA_NAME,TENURE,MP_NAME,WORK_DESCRIPTION,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,FLAG,CONSTITUENCY_ID,WORK_STAGE,LETTER_NO,SANCTION_AMOUNT,Sno,CONSTITUENCY,WORK_RECOMMENDATION_DTL_ID,FILE_STATUS,TENURE_START_DATE,TENURE_END_DATE,ATTACH_ID,SANCTION_DATE,Total_Amt,WORK_ID,ACTUAL_AMOUNT,ACTUAL_END_DATE,AVERAGE_RATING,VENDOR_NAME,VENDOR_ID,IA_NAME,FUND_DISBURSED_AMT,WORK_STATUS,days_to_sanction,days_since_recommendation,days_to_complete,is_completed_flag,SANCTION_FY,RECOMMENDATION_FY,FY,RECIPIENT_TYPE,IS_TRIBAL_TRUST,IS_SC_AREA,IS_ST_AREA,rule_violations,rule_score,cost_anomaly_score,cost_anomaly_flag,cost_anomaly_method,category_median,category_sample_size,cost_anomaly_reason,is_duplicate_candidate,duplicate_candidate_score,risk_index,primary_anchors,signal_type_count,tier_level,is_tier2,tier_promotion_reason
Normal/Others,"WS/MP18136/2026-2027/195110-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of cement road from Atul Deshmukh to Diwakar Otari house in Mauja Nandpur Taluka Arvi, District Wardha",2025-04-29,1000000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,1000000.0,30.0,Constituency_D (Agrarian Rural Hub),195110.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-09,,,,,,,,,,,436.0,495,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.0,False,isolation_forest,999971.0,113,,False,0.0,20.19,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 436d (>75d mandated window)
Normal/Others,WS/MP18136/2026-2027/195289-Providing drains and gutters for public drainage,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of cement drain from Subhash Aawate to Ashok Sonawane house in Mauja Shirpur Taluka Arvi, District Wardha",2025-04-29,400000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,400000.0,31.0,Constituency_D (Agrarian Rural Hub),195289.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-09,,,,,,,,,,,436.0,495,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.2832312522299793,False,isolation_forest,999971.0,113,,True,0.753,41.15,[],2,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.75); Sanction Delay: Took 436d (>75d mandated window)
Normal/Others,"WS/MP18136/2026-2027/195290-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of cement road from Sugandhabai Waghade  to Gram Panchayat at Mouja Kasarkheda Taluka Arvi, District Wardha",2025-04-29,1000000.0,1.0,257.0,Work partially Completed,LN/MP18136/2025-2026/7,1000000.0,32.0,Constituency_D (Agrarian Rural Hub),195290.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-09,,,,,,President pulgaon MKSSS Ltd Pulgaon,93590.0,"Executive Engineer, Public Works Division, Aarvi",1000000.0,Payment In-Progress,436.0,495,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.0,False,isolation_forest,999971.0,113,,False,0.0,20.19,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 436d (>75d mandated window)
Normal/Others,WS/MP18136/2026-2027/195293-Lighting of public spaces,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Establishing a LED lights in the Muslim cemetery at Ashti (Shahid) Taluka Ashti,District Wardha",2025-04-29,400000.0,1.0,257.0,Physical Inspection,LN/MP18136/2025-2026/7,400000.0,33.0,Constituency_D (Agrarian Rural Hub),195293.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-09,,,,,,NINAD PRADIPRAO WANKHEDE,86598.0,Executive Engineer Public Works Zillha Parishad Wardha,398363.0,Payment Success,436.0,495,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.2832312522299793,False,isolation_forest,999971.0,113,,False,0.0,33.26,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 436d (>75d mandated window)
Normal/Others,WS/MP18136/2026-2027/195294-Providing drains and gutters for public drainage,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of underground drain from the house of Shri Kalpana Dhobale to Marotrao Vyavahare at Mauja Rahati, Karanja Gha",2025-04-29,499815.0,1.0,257.0,Vendor Identification,LN/MP18136/2025-2026/7,499815.0,34.0,Constituency_D (Agrarian Rural Hub),195294.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-09,,,,,,President Pragati Majoor Sahakari Sanstha Ltd,22449.0,"Executive Engineer, Public Works Division, Aarvi",485866.0,Payment Success,436.0,495,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.1367967931172367,False,isolation_forest,999971.0,113,,False,0.0,26.51,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 436d (>75d mandated window)
Normal/Others,WS/MP18136/2026-2027/195295-Construction of bus-sheds or bus-stops,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),Construction of Bus shed near school at Mauza Selgaon Lavne Taluka Karanja Gha. District Wardha,2025-04-29,499100.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,499100.0,35.0,Constituency_D (Agrarian Rural Hub),195295.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-09,,,,,,,,,,,436.0,495,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.1485223691603954,False,isolation_forest,999971.0,113,,False,0.0,27.05,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 436d (>75d mandated window)
Normal/Others,"WS/MP18136/2026-2027/195297-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of cement road from Mr. Devkaran Baingane to Mr. Anil Khaire house at Mouja Chincholi Taluka Karanja, District Wardha",2025-04-29,500000.0,1.0,257.0,Work Completed,LN/MP18136/2025-2026/7,500000.0,36.0,Constituency_D (Agrarian Rural Hub),195297.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-04-10,,174868.0,489099.0,2026-04-16,0.0,President Pragati Majoor Sahakari Sanstha Ltd,22449.0,"Executive Engineer, Public Works Division, Aarvi",489099.0,Payment Success,346.0,495,6.0,True,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.1193660637946461,False,isolation_forest,999971.0,113,,False,0.0,25.7,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 346d (>75d mandated window)
Normal/Others,"WS/MP18136/2026-2027/195298-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),Construction of cement road from Shri Kisna Bavane to Shri Gajanan Kalbhoot house at Mauza Pipri Taluka Karanja Gha.District Wardha,2025-04-29,500000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,500000.0,37.0,Constituency_D (Agrarian Rural Hub),195298.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-09,,,,,,,,,,,436.0,495,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.1193660637946461,False,isolation_forest,999971.0,113,,False,0.0,25.7,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 436d (>75d mandated window)
Normal/Others,WS/MP18136/2026-2027/195300-Providing drains and gutters for public drainage,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of underground drain From Sonegaon Primary School to Mr. Fakir Chand Diwase house at Mouja Ekarjun Taluka Karanja Gha, District Wardha   ",2025-04-29,500000.0,1.0,257.0,Work Completed,LN/MP18136/2025-2026/7,500000.0,38.0,Constituency_D (Agrarian Rural Hub),195300.0,True,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",2159377.0,2026-04-10,,176035.0,491863.0,2026-04-20,0.0,President Pragati Majoor Sahakari Sanstha Ltd,22449.0,"Executive Engineer, Public Works Division, Aarvi",491863.0,Payment Success,346.0,495,10.0,True,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.1193660637946461,False,isolation_forest,999971.0,113,,False,0.0,25.7,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 346d (>75d mandated window)
Normal/Others,"WS/MP18136/2026-2027/195302-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of cement road from Shri Pandharinath Khawshi to the house of Mrs. Vasumati Hingve in Mouja Nara, Taluka Karanja Gha. District Wardha",2025-04-29,400000.0,1.0,257.0,Time Estimation,LN/MP18136/2025-2026/7,400000.0,39.0,Constituency_D (Agrarian Rural Hub),195302.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-09,,,,,,,,,,,436.0,495,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.2832312522299793,False,isolation_forest,999971.0,113,,False,0.0,33.26,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 436d (>75d mandated window)
Normal/Others,"WS/MP18136/2026-2027/195303-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of cement road from Mr. Balchandra Jawalkar to Mr. Manohar Raut house in Mouja Taroda, Taluka Karanja Gha.District Wardha",2025-04-29,699972.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,699972.0,40.0,Constituency_D (Agrarian Rural Hub),195303.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-09,,,,,,,,,,,436.0,495,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.234094074278564,False,isolation_forest,999971.0,113,,False,0.0,31.0,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 436d (>75d mandated window)
Normal/Others,"WS/MP18136/2025-2026/195313-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of road from Shri Shuddhodhan Thul to Devidas Jambhule house in Ward No. 1, Wardha, Mouja Sindi (Meghe)",2025-04-29,999959.0,1.0,257.0,Work Completed,LN/MP18136/2025-2026/7,999959.0,41.0,Constituency_D (Agrarian Rural Hub),195313.0,True,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",1995762.0,2026-02-09,,161437.0,990689.0,2026-02-09,0.0,UTKARSH UNEEMPLOYED ENGINEERS SEVA CO-OP SOCIETY,67043.0,Executive Engineer Public Works Zillha Parishad Wardha,990689.0,Payment Success,286.0,495,0.0,True,2025-26,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D4', 'description': 'Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion', 'weight': 15}]",30,0.0026947984233434,False,isolation_forest,999971.0,113,,False,0.0,40.51,['JUST_BELOW_THRESHOLD'],2,Tier 2 (Actionable Red Flag),True,"Actionable Red Flag: Corroborated by 2 independent signals [JUST_BELOW_THRESHOLD + SANCTION_DELAY_BREACH] -> Threshold Evasion: Budget of Rs 999,959 positioned just below statutory slab; Sanction Delay: Took 286d (>75d mandated window)"
Normal/Others,NA-Lighting of public spaces,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Establishing a high mast at the Hindu cremation ground at Taluka Arvi, District Wardha",2025-04-29,150000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,150000.0,42.0,Constituency_D (Agrarian Rural Hub),195064.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,495,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (495d)
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of cement road from Subhash Avate to Ashok Sonawane house at Mauja Shirpur Taluka Arvi, District Wardha",2025-04-29,1000000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,1000000.0,43.0,Constituency_D (Agrarian Rural Hub),195114.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,495,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,True,0.753,40.09,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.75); Operational Backlog: Pending sanction >45d (495d)
Normal/Others,NA-Setting up public non-conventional energy plants,Maharashtra,2.0,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Establishment of solar energy unit at New English Higher Secondary School, Mauja Warud Taluka, District Amravati",2025-04-29,600000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,600000.0,44.0,Constituency_D (Agrarian Rural Hub),195308.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,495,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (495d)
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),Installation of cement concrete benches for citizens to sit in public places in front of Shri. Sambhaji Maharaj Garden in Ward No. 4 of Wardha city,2025-05-07,130000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,130000.0,45.0,Constituency_D (Agrarian Rural Hub),197434.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,487,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,True,0.822,42.16,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.82); Operational Backlog: Pending sanction >45d (487d)
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Installation of cement concrete benches for citizens to sit in Ward No. 7 Golbazar Chowk, Government open space in Wardha city",2025-05-07,130000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,130000.0,46.0,Constituency_D (Agrarian Rural Hub),197435.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,487,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,True,0.815,41.95,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.81); Operational Backlog: Pending sanction >45d (487d)
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Installation of cement concrete benches for citizens to sit in front of Gujarati Bhavan, Government open space, Ward No. 8, Wardha city",2025-05-07,110000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,110000.0,47.0,Constituency_D (Agrarian Rural Hub),197436.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,487,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,True,0.824,42.22,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.82); Operational Backlog: Pending sanction >45d (487d)
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Installation of cement concrete benches for citizens to sit in front of Namdev Matha, in Sable Plot Open Space, Ward No. 8, Wardha City",2025-05-07,100000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,100000.0,48.0,Constituency_D (Agrarian Rural Hub),197466.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,487,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,True,0.792,41.26,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.79); Operational Backlog: Pending sanction >45d (487d)
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Installation of cement concrete benches for citizens to sit at Kejaji Chowk, Bhagat Singh Chowk, Mahavir Bagicha,Ward No. 7, Wardha city",2025-05-07,100000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,100000.0,49.0,Constituency_D (Agrarian Rural Hub),197468.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,487,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,True,0.824,42.22,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.82); Operational Backlog: Pending sanction >45d (487d)
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Installation of cement concrete benches for citizens to sit at Ambedkar Park, Hindu Cemetery, Muslim Cemetery, Ward No. 6, Wardha city",2025-05-07,130000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,130000.0,50.0,Constituency_D (Agrarian Rural Hub),197470.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,487,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (487d)
Normal/Others,"WS/MP18136/2025-2026/199769-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of cement road from the Dargah  to the house of Bhaktdas Thackeray at Mauja Tembha, Hinganghat",2025-05-15,999492.0,1.0,257.0,Work Completed,LN/MP18136/2025-2026/9,999492.0,51.0,Constituency_D (Agrarian Rural Hub),199769.0,True,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",2100970.0,2026-03-20,,170851.0,997936.0,2026-03-20,0.0,GAJANAN DEVAJI HATWAR,77381.0,Executive Engineer Public Works Zillha Parishad Wardha,997936.0,Payment Success,309.0,479,0.0,True,2025-26,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D4', 'description': 'Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion', 'weight': 15}]",30,0.022119190818655,False,isolation_forest,999971.0,113,,False,0.0,41.41,['JUST_BELOW_THRESHOLD'],2,Tier 2 (Actionable Red Flag),True,"Actionable Red Flag: Corroborated by 2 independent signals [JUST_BELOW_THRESHOLD + SANCTION_DELAY_BREACH] -> Threshold Evasion: Budget of Rs 999,492 positioned just below statutory slab; Sanction Delay: Took 309d (>75d mandated window)"
Normal/Others,"WS/MP18136/2026-2027/199775-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of a gravel road from Mr. Nitin Urkude to Jitendra Dadmal house in Mouja Ubda, Taluka Samudrapur",2025-05-15,500000.0,1.0,257.0,Work Completed,LN/MP18136/2025-2026/9,500000.0,52.0,Constituency_D (Agrarian Rural Hub),199775.0,True,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",2160799.0,2026-04-13,,176229.0,498230.0,2026-04-21,0.0,GAJANAN DEVAJI HATWAR,77381.0,Executive Engineer Public Works Zillha Parishad Wardha,498230.0,Payment Success,333.0,479,8.0,True,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.1193660637946461,False,isolation_forest,999971.0,113,,False,0.0,25.7,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 333d (>75d mandated window)
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of a gravel road from Shri Janardhan Vairagade to Shantabai Madavi house at Mouja Kora, Taluka Samudrapur",2025-05-15,500000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/9,500000.0,53.0,Constituency_D (Agrarian Rural Hub),199483.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,479,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (479d)
Normal/Others,NA-Providing drains and gutters for public drainage,Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of cement drain from Mr. Vinod Makode to Amol Urade house at Mouja Kora, Samudrapur Taluka.",2025-05-15,500000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/9,500000.0,54.0,Constituency_D (Agrarian Rural Hub),199484.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,479,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (479d)
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_D(DISTRICT COLLECTOR DISTRICT_D_IDA),18th Lok Sabha,MP_18LS_04 (Agrarian District),"Construction of cement road from Gram Panchayat Office to Talathi Office in Mouja Usegaon, Taluka Samudrapur.",2025-05-15,1000000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/9,1000000.0,55.0,Constituency_D (Agrarian Rural Hub),199776.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,479,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (479d)
